n 33
m 3
tmax 16.7
19.100	24.300	0
12.600	24.900	20
14.400	28.000	20
16.900	28.100	20
20.700	28.200	20
12.500	26.600	20
21.800	27.300	20
12.500	22.600	20
22.500	17.000	30
19.900	15.000	30
14.900	15.100	30
11.500	18.600	30
12.400	29.800	30
17.800	28.100	30
9.100	29.800	40
10.000	32.600	40
13.900	33.100	40
19.950	10.300	40
15.200	8.000	40
14.700	31.200	50
7.400	36.500	50
21.000	25.500	50
18.000	25.300	10
19.500	24.700	10
21.400	21.800	10
16.000	21.400	10
18.650	26.200	10
17.900	28.900	10
14.300	19.900	20
17.000	19.000	20
10.800	21.000	20
15.700	23.700	10
18.200	24.000	0
